Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Product_Name,Price,Quantity,Discount,total_amount
ORD-1306,2023-07-04,2023-07-10,First Class,CUST-0047,Customer 118,Home Office,South,Florida,Miami,Office Supplies,Labels,Labels Model 603,357.75,3.0,0.0,1073.25
ORD-1307,2023-09-29,2023-10-02,First Class,CUST-0032,Customer 9,Consumer,Central,Ohio,Columbus,Office Supplies,Labels,Labels Model 579,273.52,8.0,0.0,2188.16
ORD-1308,2024-09-26,2024-10-01,Second Class,CUST-0065,Customer 51,Consumer,East,Illinois,Chicago,Office Supplies,Binders,Binders Model 994,184.05,4.0,0.0,736.2
ORD-1309,2023-06-16,2023-06-21,Standard Class,CUST-0081,Customer 73,Consumer,West,Pennsylvania,Philadelphia,Office Supplies,Storage,Storage Model 361,402.74,7.0,0.1,2819.18
ORD-1310,2023-06-24,2023-06-29,Same Day,CUST-0065,Customer 81,Home Office,West,Ohio,Columbus,Furniture,Bookcases,Bookcases Model 882,63.84,1.0,0.3,63.84
ORD-1311,2024-05-02,2024-05-08,Standard Class,CUST-0014,Customer 132,Home Office,East,New York,New York City,Office Supplies,Binders,Binders Model 950,17.47,4.0,0.2,69.88
ORD-1312,2023-07-12,2023-07-17,Same Day,CUST-0134,Customer 13,Corporate,Central,Texas,Houston,Office Supplies,Binders,Binders Model 758,269.47,8.0,0.2,2155.76
ORD-1313,2024-03-03,2024-03-05,Second Class,CUST-0115,Customer 57,Consumer,South,Florida,Miami,Technology,Accessories,Accessories Model 618,433.32,4.0,0.3,1733.28
ORD-1314,2023-06-28,2023-06-30,Same Day,CUST-0072,Customer 124,Consumer,East,Washington,Seattle,Office Supplies,Storage,Storage Model 111,426.09,7.0,0.2,2982.63
ORD-1315,2023-04-07,2023-04-12,Same Day,CUST-0078,Customer 69,Corporate,South,California,Los Angeles,Office Supplies,Labels,Labels Model 158,156.85,1.0,0.0,156.85
ORD-1316,2023-07-16,2023-07-19,Second Class,CUST-0047,Customer 33,Consumer,South,New York,New York City,Furniture,Tables,Tables Model 793,46.54,5.0,0.2,232.7
ORD-1317,2023-05-08,2023-05-14,Same Day,CUST-0148,Customer 29,Corporate,Central,Illinois,Chicago,Technology,Accessories,Accessories Model 813,62.51,7.0,0.2,437.57
ORD-1318,2024-06-01,2024-06-03,Same Day,CUST-0062,Customer 82,Corporate,South,Illinois,Chicago,Furniture,Chairs,Chairs Model 524,10.68,5.0,0.1,53.4
ORD-1319,2024-01-22,2024-01-24,Standard Class,CUST-0035,Customer 109,Corporate,West,New York,New York City,Furniture,Bookcases,Bookcases Model 121,262.25,5.0,0.2,1311.25
ORD-1320,2024-07-06,2024-07-12,Same Day,CUST-0147,Customer 109,Home Office,Central,Washington,Seattle,Office Supplies,Storage,Storage Model 933,299.7,6.0,0.3,1798.2
ORD-1321,2023-10-10,2023-10-12,Same Day,CUST-0096,Customer 48,Corporate,East,California,Los Angeles,Office Supplies,Labels,Labels Model 542,12.48,3.0,0.0,37.44
ORD-1322,2024-08-17,2024-08-19,Second Class,CUST-0053,Customer 79,Home Office,West,California,Los Angeles,Technology,Copiers,Copiers Model 659,6.0,4.0,0.0,24.0
ORD-1323,2024-02-18,2024-02-19,Same Day,CUST-0113,Customer 45,Home Office,East,Illinois,Chicago,Furniture,Bookcases,Bookcases Model 236,387.29,4.0,0.1,1549.16
ORD-1324,2023-02-15,2023-02-17,Same Day,CUST-0006,Customer 145,Corporate,West,Florida,Miami,Technology,Phones,Phones Model 894,114.14,9.0,0.0,1027.26
ORD-1325,2024-01-02,2024-01-06,First Class,CUST-0073,Customer 147,Consumer,Central,Illinois,Chicago,Office Supplies,Paper,Paper Model 476,50.85,5.0,0.0,254.25
ORD-1326,2023-05-31,2023-06-04,Same Day,CUST-0063,Customer 110,Consumer,Central,Ohio,Columbus,Furniture,Tables,Tables Model 901,351.93,8.0,0.0,2815.44
ORD-1327,2024-06-11,2024-06-13,Same Day,CUST-0138,Customer 82,Corporate,Central,Pennsylvania,Philadelphia,Technology,Phones,Phones Model 374,215.26,1.0,0.2,215.26
ORD-1328,2024-08-25,2024-08-31,First Class,CUST-0073,Customer 134,Home Office,East,Florida,Miami,Technology,Accessories,Accessories Model 394,274.41,3.0,0.1,823.23
ORD-1329,2024-10-10,2024-10-12,First Class,CUST-0085,Customer 2,Consumer,West,Florida,Miami,Furniture,Furnishings,Furnishings Model 462,187.38,6.0,0.0,1124.28
ORD-1330,2024-09-17,2024-09-21,Standard Class,CUST-0079,Customer 92,Corporate,West,Texas,Houston,Technology,Copiers,Copiers Model 162,417.65,8.0,0.3,3341.2
ORD-1331,2023-09-13,2023-09-18,Second Class,CUST-0088,Customer 68,Home Office,East,Texas,Houston,Office Supplies,Storage,Storage Model 922,301.43,4.0,0.0,1205.72
ORD-1332,2024-09-05,2024-09-11,Same Day,CUST-0133,Customer 92,Consumer,West,Illinois,Chicago,Technology,Machines,Machines Model 554,10.69,9.0,0.0,96.21
ORD-1333,2023-03-10,2023-03-11,Same Day,CUST-0027,Customer 56,Corporate,Central,Washington,Seattle,Technology,Phones,Phones Model 764,414.11,3.0,0.2,1242.33
ORD-1334,2023-11-07,2023-11-13,First Class,CUST-0096,Customer 133,Corporate,West,Florida,Miami,Furniture,Chairs,Chairs Model 276,180.13,4.0,0.0,720.52
ORD-1335,2023-08-01,2023-08-06,Second Class,CUST-0109,Customer 35,Home Office,West,California,Los Angeles,Office Supplies,Paper,Paper Model 524,261.05,1.0,0.0,261.05
ORD-1336,2024-04-15,2024-04-18,Standard Class,CUST-0127,Customer 29,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Labels,Labels Model 698,340.09,1.0,0.3,340.09
ORD-1337,2024-02-05,2024-02-10,Standard Class,CUST-0134,Customer 108,Corporate,West,New York,New York City,Furniture,Furnishings,Furnishings Model 761,348.51,7.0,0.0,2439.57
ORD-1338,2024-09-25,2024-09-27,Same Day,CUST-0115,Customer 28,Home Office,West,Ohio,Columbus,Office Supplies,Binders,Binders Model 778,175.89,3.0,0.0,527.67
ORD-1339,2024-01-17,2024-01-21,Same Day,CUST-0107,Customer 137,Home Office,East,Florida,Miami,Technology,Accessories,Accessories Model 580,198.56,3.0,0.0,595.68
ORD-1340,2023-12-20,2023-12-23,Second Class,CUST-0129,Customer 93,Home Office,East,Illinois,Chicago,Technology,Accessories,Accessories Model 659,349.73,1.0,0.0,349.73
ORD-1341,2023-01-17,2023-01-22,Second Class,CUST-0049,Customer 7,Corporate,East,Illinois,Chicago,Furniture,Chairs,Chairs Model 202,63.02,7.0,0.1,441.14
ORD-1342,2024-06-20,2024-06-23,First Class,CUST-0029,Customer 117,Home Office,South,Illinois,Chicago,Furniture,Chairs,Chairs Model 893,13.97,1.0,0.2,13.97
ORD-1343,2023-04-03,2023-04-04,Same Day,CUST-0108,Customer 118,Consumer,Central,Pennsylvania,Philadelphia,Furniture,Tables,Tables Model 817,363.1,8.0,0.0,2904.8
ORD-1344,2023-05-19,2023-05-24,Second Class,CUST-0057,Customer 146,Home Office,South,Pennsylvania,Philadelphia,Furniture,Bookcases,Bookcases Model 659,411.2,9.0,0.0,3700.8
ORD-1345,2023-12-01,2023-12-05,Standard Class,CUST-0049,Customer 82,Corporate,East,Washington,Seattle,Office Supplies,Art,Art Model 656,94.95,8.0,0.3,759.6
ORD-1346,2023-01-03,2023-01-09,Same Day,CUST-0040,Customer 59,Home Office,West,Pennsylvania,Philadelphia,Office Supplies,Art,Art Model 743,498.61,3.0,0.2,1495.83
ORD-1347,2023-09-13,2023-09-14,Same Day,CUST-0124,Customer 61,Home Office,South,California,Los Angeles,Technology,Copiers,Copiers Model 508,362.76,2.0,0.0,725.52
ORD-1348,2024-05-14,2024-05-15,Standard Class,CUST-0044,Customer 29,Home Office,Central,Texas,Houston,Furniture,Tables,Tables Model 191,276.28,7.0,0.1,1933.96
ORD-1349,2024-07-29,2024-07-31,Second Class,CUST-0062,Customer 76,Corporate,East,Washington,Seattle,Furniture,Bookcases,Bookcases Model 368,445.75,1.0,0.2,445.75
ORD-1350,2023-02-09,2023-02-14,Second Class,CUST-0094,Customer 138,Home Office,Central,Texas,Houston,Technology,Machines,Machines Model 435,196.17,8.0,0.2,1569.36
ORD-1351,2024-10-19,2024-10-25,Standard Class,CUST-0128,Customer 62,Corporate,East,Florida,Miami,Furniture,Tables,Tables Model 338,349.6,3.0,0.1,1048.8
ORD-1352,2024-11-15,2024-11-19,Second Class,CUST-0110,Customer 13,Home Office,South,Illinois,Chicago,Technology,Machines,Machines Model 889,375.38,1.0,0.0,375.38
ORD-1353,2023-12-06,2023-12-08,Same Day,CUST-0028,Customer 136,Consumer,East,Illinois,Chicago,Office Supplies,Labels,Labels Model 674,408.4,4.0,0.0,1633.6
ORD-1354,2023-04-30,2023-05-06,Same Day,CUST-0134,Customer 56,Corporate,Central,New York,New York City,Office Supplies,Labels,Labels Model 603,440.2,3.0,0.0,1320.6
ORD-1355,2023-09-15,2023-09-18,Second Class,CUST-0125,Customer 38,Home Office,South,California,Los Angeles,Technology,Phones,Phones Model 751,221.03,6.0,0.1,1326.18
ORD-1356,2024-11-05,2024-11-10,Standard Class,CUST-0035,Customer 149,Home Office,West,Illinois,Chicago,Technology,Phones,Phones Model 607,375.35,3.0,0.0,1126.05
ORD-1357,2024-03-08,2024-03-12,First Class,CUST-0099,Customer 109,Consumer,East,Florida,Miami,Furniture,Bookcases,Bookcases Model 224,12.79,8.0,0.1,102.32
ORD-1358,2024-03-25,2024-03-27,First Class,CUST-0020,Customer 48,Home Office,Central,Illinois,Chicago,Office Supplies,Storage,Storage Model 750,292.57,3.0,0.0,877.71
ORD-1359,2024-07-16,2024-07-21,Same Day,CUST-0132,Customer 113,Corporate,South,Washington,Seattle,Office Supplies,Paper,Paper Model 777,174.24,5.0,0.2,871.2
ORD-1360,2024-07-20,2024-07-26,Same Day,CUST-0075,Customer 21,Consumer,Central,New York,New York City,Furniture,Tables,Tables Model 524,31.41,2.0,0.2,62.82
ORD-1361,2023-03-05,2023-03-09,First Class,CUST-0104,Customer 109,Corporate,West,California,Los Angeles,Technology,Accessories,Accessories Model 533,487.25,6.0,0.0,2923.5
ORD-1362,2024-06-15,2024-06-21,First Class,CUST-0090,Customer 94,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Binders Model 933,306.8,8.0,0.0,2454.4
ORD-1363,2024-06-21,2024-06-24,Same Day,CUST-0043,Customer 148,Consumer,South,Florida,Miami,Furniture,Chairs,Chairs Model 820,142.12,4.0,0.0,568.48
ORD-1364,2023-08-27,2023-08-30,Same Day,CUST-0088,Customer 73,Home Office,Central,Illinois,Chicago,Technology,Copiers,Copiers Model 311,261.05,5.0,0.0,1305.25
ORD-1365,2023-09-21,2023-09-26,Second Class,CUST-0020,Customer 124,Home Office,East,Pennsylvania,Philadelphia,Furniture,Tables,Tables Model 730,347.15,7.0,0.0,2430.05
ORD-1366,2024-06-06,2024-06-08,First Class,CUST-0108,Customer 58,Corporate,Central,New York,New York City,Furniture,Chairs,Chairs Model 375,427.01,5.0,0.0,2135.05
ORD-1367,2024-09-29,2024-09-30,Same Day,CUST-0040,Customer 56,Home Office,South,Florida,Miami,Office Supplies,Paper,Paper Model 209,42.04,5.0,0.3,210.2
ORD-1368,2023-02-18,2023-02-22,Standard Class,CUST-0036,Customer 101,Corporate,West,Illinois,Chicago,Furniture,Tables,Tables Model 615,15.16,7.0,0.3,106.12
ORD-1369,2024-10-03,2024-10-06,Same Day,CUST-0096,Customer 10,Corporate,South,Washington,Seattle,Technology,Machines,Machines Model 454,174.61,8.0,0.0,1396.88
ORD-1370,2023-06-30,2023-07-02,Second Class,CUST-0141,Customer 89,Corporate,Central,California,Los Angeles,Office Supplies,Binders,Binders Model 498,223.66,9.0,0.1,2012.94
ORD-1371,2023-08-06,2023-08-09,Second Class,CUST-0077,Customer 76,Corporate,Central,Illinois,Chicago,Office Supplies,Labels,Labels Model 543,494.78,9.0,0.3,4453.02
ORD-1372,2023-07-06,2023-07-07,Second Class,CUST-0141,Customer 109,Consumer,East,Florida,Miami,Technology,Phones,Phones Model 328,430.6,2.0,0.3,861.2
ORD-1373,2024-07-04,2024-07-05,Same Day,CUST-0120,Customer 53,Corporate,Central,Illinois,Chicago,Office Supplies,Storage,Storage Model 511,369.44,6.0,0.3,2216.64
ORD-1374,2024-02-26,2024-03-03,Second Class,CUST-0032,Customer 99,Corporate,Central,California,Los Angeles,Technology,Phones,Phones Model 867,206.25,6.0,0.0,1237.5
ORD-1375,2023-11-04,2023-11-05,Standard Class,CUST-0031,Customer 109,Home Office,Central,Ohio,Columbus,Technology,Copiers,Copiers Model 505,280.61,5.0,0.0,1403.05
ORD-1376,2023-10-03,2023-10-07,Standard Class,CUST-0129,Customer 143,Consumer,East,Illinois,Chicago,Furniture,Chairs,Chairs Model 157,435.98,2.0,0.0,871.96
ORD-1377,2024-04-18,2024-04-21,First Class,CUST-0016,Customer 119,Corporate,West,Illinois,Chicago,Office Supplies,Storage,Storage Model 821,24.83,8.0,0.2,198.64
ORD-1378,2023-08-26,2023-09-01,Standard Class,CUST-0094,Customer 149,Home Office,East,New York,New York City,Technology,Phones,Phones Model 566,353.52,2.0,0.0,707.04
ORD-1379,2024-02-21,2024-02-22,Standard Class,CUST-0111,Customer 1,Home Office,Central,Washington,Seattle,Technology,Phones,Phones Model 197,236.82,5.0,0.3,1184.1
ORD-1380,2023-03-13,2023-03-16,Same Day,CUST-0065,Customer 107,Corporate,West,Pennsylvania,Philadelphia,Furniture,Furnishings,Furnishings Model 982,29.56,1.0,0.0,29.56
ORD-1381,2024-02-20,2024-02-22,Standard Class,CUST-0085,Customer 56,Corporate,West,Illinois,Chicago,Technology,Accessories,Accessories Model 713,67.12,1.0,0.0,67.12
ORD-1382,2023-08-15,2023-08-18,Same Day,CUST-0049,Customer 149,Home Office,West,Texas,Houston,Furniture,Chairs,Chairs Model 162,414.29,6.0,0.0,2485.74
ORD-1383,2023-05-27,2023-06-02,Second Class,CUST-0038,Customer 119,Consumer,Central,Washington,Seattle,Technology,Accessories,Accessories Model 343,136.42,1.0,0.0,136.42
ORD-1384,2023-09-26,2023-09-30,Same Day,CUST-0105,Customer 83,Corporate,South,New York,New York City,Office Supplies,Paper,Paper Model 454,456.9,5.0,0.1,2284.5
ORD-1385,2024-03-22,2024-03-26,Same Day,CUST-0114,Customer 132,Corporate,South,Florida,Miami,Office Supplies,Storage,Storage Model 236,261.05,2.0,0.0,522.1
ORD-1386,2024-06-20,2024-06-22,Second Class,CUST-0118,Customer 73,Corporate,South,Texas,Houston,Technology,Copiers,Copiers Model 459,356.52,8.0,0.0,2852.16
ORD-1387,2023-10-10,2023-10-11,First Class,CUST-0105,Customer 44,Corporate,Central,Ohio,Columbus,Office Supplies,Storage,Storage Model 261,452.66,5.0,0.2,2263.3
ORD-1388,2023-03-28,2023-03-29,Standard Class,CUST-0066,Customer 109,Corporate,East,Pennsylvania,Philadelphia,Technology,Accessories,Accessories Model 951,181.6,7.0,0.3,1271.2
ORD-1389,2023-10-21,2023-10-26,Second Class,CUST-0110,Customer 46,Consumer,East,Ohio,Columbus,Furniture,Furnishings,Furnishings Model 988,64.35,1.0,0.3,64.35
ORD-1390,2023-04-01,2023-04-03,Same Day,CUST-0104,Customer 40,Corporate,West,Illinois,Chicago,Office Supplies,Labels,Labels Model 444,180.79,7.0,0.3,1265.53
ORD-1391,2023-08-25,2023-08-30,Standard Class,CUST-0056,Customer 102,Consumer,East,Ohio,Columbus,Furniture,Furnishings,Furnishings Model 684,414.14,5.0,0.1,2070.7
ORD-1392,2023-01-30,2023-02-02,Same Day,CUST-0076,Customer 90,Consumer,Central,Washington,Seattle,Technology,Copiers,Copiers Model 544,392.83,8.0,0.3,3142.64
ORD-1393,2024-11-26,2024-11-28,First Class,CUST-0052,Customer 89,Consumer,Central,Ohio,Columbus,Furniture,Tables,Tables Model 377,214.66,9.0,0.1,1931.94
ORD-1394,2024-11-24,2024-11-26,First Class,CUST-0022,Customer 99,Consumer,South,Illinois,Chicago,Furniture,Bookcases,Bookcases Model 107,289.35,9.0,0.1,2604.15
ORD-1395,2024-05-10,2024-05-16,Second Class,CUST-0110,Customer 14,Home Office,South,Illinois,Chicago,Office Supplies,Binders,Binders Model 544,167.45,1.0,0.0,167.45
ORD-1396,2024-11-05,2024-11-09,Standard Class,CUST-0058,Customer 49,Home Office,East,Pennsylvania,Philadelphia,Technology,Machines,Machines Model 125,382.13,1.0,0.0,382.13
ORD-1397,2024-07-24,2024-07-26,Same Day,CUST-0017,Customer 14,Corporate,East,New York,New York City,Technology,Phones,Phones Model 483,159.34,6.0,0.0,956.04
ORD-1398,2024-02-23,2024-02-26,Same Day,CUST-0122,Customer 44,Consumer,East,Washington,Seattle,Technology,Accessories,Accessories Model 244,308.33,3.0,0.0,924.99
ORD-1399,2023-05-21,2023-05-27,Same Day,CUST-0142,Customer 112,Home Office,Central,New York,New York City,Technology,Accessories,Accessories Model 935,481.32,3.0,0.3,1443.96
ORD-1400,2023-10-11,2023-10-16,First Class,CUST-0003,Customer 136,Home Office,Central,New York,New York City,Technology,Copiers,Copiers Model 258,414.51,4.0,0.0,1658.04
ORD-1401,2024-01-06,2024-01-08,Standard Class,CUST-0030,Customer 146,Corporate,East,Illinois,Chicago,Furniture,Bookcases,Bookcases Model 984,114.12,8.0,0.3,912.96
ORD-1402,2023-12-16,2023-12-22,Second Class,CUST-0108,Customer 4,Consumer,Central,Florida,Miami,Furniture,Bookcases,Bookcases Model 105,367.09,7.0,0.0,2569.63
ORD-1403,2023-07-21,2023-07-25,Same Day,CUST-0120,Customer 123,Home Office,Central,Pennsylvania,Philadelphia,Office Supplies,Paper,Paper Model 205,128.5,9.0,0.0,1156.5
ORD-1404,2024-02-20,2024-02-26,Same Day,CUST-0035,Customer 22,Consumer,South,Florida,Miami,Technology,Accessories,Accessories Model 249,489.29,4.0,0.3,1957.16
ORD-1405,2023-11-12,2023-11-16,Second Class,CUST-0018,Customer 109,Home Office,East,Ohio,Columbus,Technology,Accessories,Accessories Model 940,229.93,3.0,0.0,689.79
ORD-1406,2023-09-13,2023-09-19,Same Day,CUST-0112,Customer 25,Corporate,West,California,Los Angeles,Technology,Machines,Machines Model 589,313.26,5.0,0.3,1566.3
ORD-1407,2023-01-25,2023-01-31,Same Day,CUST-0048,Customer 10,Home Office,Central,Texas,Houston,Furniture,Tables,Tables Model 622,199.59,7.0,0.0,1397.13
ORD-1408,2024-03-23,2024-03-29,Second Class,CUST-0076,Customer 121,Corporate,West,Florida,Miami,Furniture,Chairs,Chairs Model 153,474.38,7.0,0.0,3320.66
ORD-1409,2024-04-27,2024-05-02,Second Class,CUST-0144,Customer 6,Consumer,South,Texas,Houston,Technology,Accessories,Accessories Model 590,212.9,3.0,0.1,638.7
ORD-1410,2024-10-03,2024-10-05,First Class,CUST-0027,Customer 79,Home Office,South,Texas,Houston,Technology,Accessories,Accessories Model 362,24.93,4.0,0.0,99.72
ORD-1411,2023-01-12,2023-01-17,First Class,CUST-0017,Customer 63,Consumer,East,Pennsylvania,Philadelphia,Technology,Accessories,Accessories Model 475,259.03,8.0,0.3,2072.24
ORD-1412,2024-09-21,2024-09-26,Same Day,CUST-0101,Customer 144,Corporate,West,Ohio,Columbus,Furniture,Furnishings,Furnishings Model 170,465.55,4.0,0.3,1862.2
ORD-1413,2023-07-14,2023-07-18,Second Class,CUST-0019,Customer 106,Consumer,South,Ohio,Columbus,Furniture,Furnishings,Furnishings Model 264,248.81,5.0,0.0,1244.05
ORD-1414,2023-06-13,2023-06-15,Same Day,CUST-0016,Customer 146,Consumer,West,Pennsylvania,Philadelphia,Technology,Accessories,Accessories Model 967,81.18,4.0,0.0,324.72
ORD-1415,2024-03-02,2024-03-08,Standard Class,CUST-0100,Customer 22,Home Office,South,Pennsylvania,Philadelphia,Office Supplies,Labels,Labels Model 940,172.08,2.0,0.0,344.16
ORD-1416,2023-08-27,2023-08-28,Standard Class,CUST-0032,Customer 132,Corporate,West,Washington,Seattle,Technology,Accessories,Accessories Model 616,208.6,6.0,0.3,1251.6
ORD-1417,2023-10-27,2023-10-29,Second Class,CUST-0137,Customer 106,Home Office,Central,Illinois,Chicago,Technology,Machines,Machines Model 679,269.9,6.0,0.1,1619.4
ORD-1418,2023-07-08,2023-07-11,Standard Class,CUST-0032,Customer 66,Home Office,South,Ohio,Columbus,Technology,Machines,Machines Model 237,397.94,3.0,0.0,1193.82
ORD-1419,2024-02-27,2024-03-03,First Class,CUST-0088,Customer 129,Home Office,Central,Ohio,Columbus,Office Supplies,Paper,Paper Model 440,168.49,1.0,0.0,168.49
ORD-1420,2023-12-14,2023-12-15,Same Day,CUST-0106,Customer 130,Corporate,South,Ohio,Columbus,Technology,Machines,Machines Model 871,264.18,1.0,0.0,264.18
ORD-1421,2023-11-27,2023-12-02,Same Day,CUST-0027,Customer 113,Corporate,West,Texas,Houston,Technology,Machines,Machines Model 916,147.48,2.0,0.2,294.96
ORD-1422,2023-04-06,2023-04-11,Same Day,CUST-0042,Customer 40,Consumer,East,New York,New York City,Office Supplies,Art,Art Model 460,5.67,4.0,0.0,22.68
ORD-1423,2024-06-17,2024-06-18,Second Class,CUST-0107,Customer 27,Consumer,South,Washington,Seattle,Office Supplies,Paper,Paper Model 261,129.28,6.0,0.0,775.68
ORD-1424,2024-08-10,2024-08-12,Second Class,CUST-0096,Customer 20,Home Office,South,California,Los Angeles,Office Supplies,Binders,Binders Model 677,464.79,8.0,0.0,3718.32
ORD-1425,2024-01-21,2024-01-22,Second Class,CUST-0029,Customer 15,Consumer,South,Pennsylvania,Philadelphia,Furniture,Bookcases,Bookcases Model 439,276.33,8.0,0.0,2210.64
ORD-1426,2024-11-04,2024-11-06,Second Class,CUST-0036,Customer 22,Corporate,Central,Washington,Seattle,Furniture,Bookcases,Bookcases Model 947,252.64,5.0,0.1,1263.2
ORD-1427,2023-06-13,2023-06-17,Same Day,CUST-0109,Customer 123,Home Office,East,New York,New York City,Furniture,Furnishings,Furnishings Model 551,304.71,1.0,0.0,304.71
ORD-1428,2024-01-31,2024-02-01,First Class,CUST-0142,Customer 61,Home Office,West,Illinois,Chicago,Furniture,Furnishings,Furnishings Model 899,261.05,7.0,0.0,1827.35
ORD-1429,2024-09-01,2024-09-06,First Class,CUST-0116,Customer 87,Home Office,West,Illinois,Chicago,Technology,Copiers,Copiers Model 946,462.51,6.0,0.3,2775.06
ORD-1430,2024-04-20,2024-04-23,Second Class,CUST-0032,Customer 141,Home Office,South,Pennsylvania,Philadelphia,Technology,Phones,Phones Model 390,11.75,3.0,0.0,35.25
ORD-1431,2024-05-22,2024-05-25,Same Day,CUST-0129,Customer 87,Home Office,Central,California,Los Angeles,Furniture,Chairs,Chairs Model 665,278.79,9.0,0.0,2509.11
ORD-1432,2024-07-11,2024-07-14,First Class,CUST-0058,Customer 111,Consumer,East,California,Los Angeles,Technology,Phones,Phones Model 805,48.39,3.0,0.3,145.17
ORD-1433,2023-05-11,2023-05-15,Standard Class,CUST-0108,Customer 109,Consumer,Central,Texas,Houston,Furniture,Furnishings,Furnishings Model 871,342.68,3.0,0.0,1028.04
ORD-1434,2024-04-20,2024-04-24,Standard Class,CUST-0109,Customer 86,Home Office,Central,Ohio,Columbus,Technology,Machines,Machines Model 299,497.37,9.0,0.0,4476.33
ORD-1435,2023-03-18,2023-03-22,Same Day,CUST-0039,Customer 12,Home Office,Central,California,Los Angeles,Office Supplies,Paper,Paper Model 538,58.48,7.0,0.2,409.36
ORD-1436,2024-03-02,2024-03-05,Second Class,CUST-0116,Customer 109,Corporate,South,Florida,Miami,Office Supplies,Storage,Storage Model 676,320.7,6.0,0.1,1924.2
ORD-1437,2024-01-11,2024-01-14,Standard Class,CUST-0068,Customer 140,Corporate,West,Ohio,Columbus,Technology,Copiers,Copiers Model 977,274.66,4.0,0.0,1098.64
ORD-1438,2023-09-26,2023-09-27,Second Class,CUST-0054,Customer 109,Corporate,South,Illinois,Chicago,Technology,Accessories,Accessories Model 174,456.11,5.0,0.0,2280.55
ORD-1439,2023-08-03,2023-08-08,Second Class,CUST-0028,Customer 111,Consumer,West,Ohio,Columbus,Furniture,Bookcases,Bookcases Model 153,229.82,6.0,0.0,1378.92
ORD-1440,2023-12-14,2023-12-15,Same Day,CUST-0093,Customer 79,Corporate,South,Texas,Houston,Furniture,Bookcases,Bookcases Model 316,42.98,3.0,0.0,128.94
ORD-1441,2023-09-01,2023-09-03,Same Day,CUST-0087,Customer 7,Corporate,East,Pennsylvania,Philadelphia,Technology,Machines,Machines Model 821,196.7,5.0,0.0,983.5
ORD-1442,2023-11-02,2023-11-08,Same Day,CUST-0001,Customer 4,Consumer,South,Texas,Houston,Furniture,Chairs,Chairs Model 526,94.36,9.0,0.0,849.24
ORD-1443,2023-06-27,2023-06-28,First Class,CUST-0008,Customer 36,Corporate,South,Illinois,Chicago,Office Supplies,Paper,Paper Model 734,111.38,7.0,0.0,779.66
ORD-1444,2023-06-05,2023-06-09,Same Day,CUST-0099,Customer 47,Home Office,Central,Illinois,Chicago,Technology,Accessories,Accessories Model 130,298.42,9.0,0.1,2685.78
ORD-1445,2024-10-05,2024-10-11,Second Class,CUST-0066,Customer 108,Corporate,South,Pennsylvania,Philadelphia,Furniture,Chairs,Chairs Model 629,264.21,7.0,0.0,1849.47
ORD-1446,2024-08-21,2024-08-23,Second Class,CUST-0070,Customer 44,Corporate,Central,Illinois,Chicago,Office Supplies,Labels,Labels Model 200,101.62,1.0,0.1,101.62
ORD-1447,2023-08-17,2023-08-21,Second Class,CUST-0137,Customer 149,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Labels,Labels Model 260,10.19,1.0,0.1,10.19
ORD-1448,2024-05-01,2024-05-06,Second Class,CUST-0018,Customer 3,Home Office,Central,Washington,Seattle,Technology,Machines,Machines Model 821,179.01,2.0,0.3,358.02
ORD-1449,2023-07-15,2023-07-16,Standard Class,CUST-0022,Customer 127,Corporate,West,New York,New York City,Office Supplies,Labels,Labels Model 124,453.24,4.0,0.2,1812.96
ORD-1450,2023-08-12,2023-08-16,First Class,CUST-0009,Customer 42,Consumer,South,Texas,Houston,Technology,Phones,Phones Model 542,12.21,7.0,0.3,85.47
ORD-1451,2023-05-03,2023-05-06,Second Class,CUST-0092,Customer 29,Home Office,Central,Texas,Houston,Office Supplies,Storage,Storage Model 617,334.93,7.0,0.0,2344.51
ORD-1452,2024-06-03,2024-06-05,First Class,CUST-0132,Customer 85,Home Office,East,Washington,Seattle,Technology,Machines,Machines Model 235,258.3,3.0,0.2,774.9
ORD-1453,2023-11-30,2023-12-05,Standard Class,CUST-0071,Customer 15,Home Office,West,Illinois,Chicago,Technology,Copiers,Copiers Model 325,285.18,9.0,0.3,2566.62
ORD-1454,2023-01-01,2023-01-03,Same Day,CUST-0110,Customer 113,Consumer,West,Texas,Houston,Furniture,Tables,Tables Model 111,261.05,5.0,0.3,1305.25
ORD-1455,2023-06-20,2023-06-26,Standard Class,CUST-0025,Customer 18,Corporate,East,Ohio,Columbus,Furniture,Chairs,Chairs Model 654,261.05,9.0,0.3,2349.45
ORD-1456,2023-06-28,2023-07-01,First Class,CUST-0137,Customer 68,Corporate,East,Florida,Miami,Office Supplies,Art,Art Model 422,43.0,9.0,0.3,387.0
ORD-1457,2023-04-28,2023-04-30,Second Class,CUST-0066,Customer 45,Corporate,Central,Ohio,Columbus,Office Supplies,Labels,Labels Model 930,122.28,9.0,0.3,1100.52
ORD-1458,2023-05-27,2023-05-30,Standard Class,CUST-0026,Customer 14,Corporate,East,Ohio,Columbus,Technology,Phones,Phones Model 527,143.9,9.0,0.2,1295.1
